inchi,names,iupac_name,smiles,cid,record_ids,logBB,logBB_group,BBB+/BBB-,BBB+/BBB-_group,split
"InChI=1S/C14H12ClN3O3S/c15-10-7-11-9(6-12(10)22(16,20)21)14(19)18-13(17-11)8-4-2-1-3-5-8/h1-7,13,17H,(H,18,19)(H2,16,20,21)",Fenquizone,"7-chloro-4-oxo-2-phenyl-2,3-dihydro-1H-quinazoline-6-sulfonamide",NS(=O)(=O)c1cc2c(cc1Cl)NC(c1ccccc1)NC2=O,68548.0,R14:556,,,BBB-,C,training
"InChI=1S/C14H12ClNO2/c1-8-13(17)12-7-18-14(11(12)6-16-8)9-2-4-10(15)5-3-9/h2-6,14,17H,7H2,1H3",Cicletanine,"3-(4-chlorophenyl)-6-methyl-1,3-dihydrofuro[3,4-c]pyridin-7-ol",Cc1ncc2c(c1O)COC2c1ccc(Cl)cc1,54910.0,R14:448|R23:455,,,BBB-,C,test
"InChI=1S/C14H12FNO3/c1-7-2-3-8-4-9(15)5-10-12(8)16(7)6-11(13(10)17)14(18)19/h4-7H,2-3H2,1H3,(H,18,19)",Flumequine,"7-fluoro-12-methyl-4-oxo-1-azatricyclo[7.3.1.05,13]trideca-2,5,7,9(13)-tetraene-3-carboxylic acid",CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,3374.0,R14:567,,,BBB-,C,test
"InChI=1S/C14H12N6O/c1-9-6-13(21)19-20-14(9)10-2-4-11(5-3-10)17-18-12(7-15)8-16/h2-5,9,17H,6H2,1H3,(H,19,21)/t9-/m1/s1",Levosimendan,"2-[[4-[(4R)-4-methyl-6-oxo-4,5-dihydro-1H-pyridazin-3-yl]phenyl]hydrazinylidene]propanedinitrile",C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,3033825.0,R23:709,,,BBB-,C,training
"InChI=1S/C14H12O2/c15-14(13-9-5-2-6-10-13)16-11-12-7-3-1-4-8-12/h1-10H,11H2",Benzyl Benzoate,benzyl benzoate,O=C(OCc1ccccc1)c1ccccc1,2345.0,R23:385,,,BBB-,C,training
"InChI=1S/C14H12O2/c15-14(16)10-11-6-8-13(9-7-11)12-4-2-1-3-5-12/h1-9H,10H2,(H,15,16)",Felbinac,2-(4-phenylphenyl)acetic acid,O=C(O)Cc1ccc(-c2ccccc2)cc1,3332.0,R14:550,,,BBB-,C,training
"InChI=1S/C14H12O3/c1-7-4-12(15)17-14-9(3)13-10(6-11(7)14)5-8(2)16-13/h4-6H,1-3H3",Trioxsalen,"2,5,9-trimethylfuro[3,2-g]chromen-7-one",Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,5585.0,R14:920|R23:1006,,,BBB-,C,training
"InChI=1S/C14H12O3S/c1-9(14(16)17)11-7-8-12(18-11)13(15)10-5-3-2-4-6-10/h2-9H,1H3,(H,16,17)",Tiaprofenic|Tiaprofenic Acid,2-(5-benzoylthiophen-2-yl)propanoic acid,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,5468.0,R14:892,,,BBB-,C,training
"InChI=1S/C14H13N3O4S2/c1-8-7-15-14(22-8)16-13(19)11-12(18)9-5-3-4-6-10(9)23(20,21)17(11)2/h3-7,18H,1-2H3,(H,15,16,19)",Meloxicam,"4-hydroxy-2-methyl-N-(5-methyl-1,3-thiazol-2-yl)-1,1-dioxo-1lambda6,2-benzothiazine-3-carboxamide",Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,54677470.0,R14:671|R28:382|R50:55,,,BBB-,B,training
"InChI=1S/C14H13N3O5S/c1-8-7-11(16-22-8)15-14(19)12-13(18)9-5-3-4-6-10(9)23(20,21)17(12)2/h3-7,18H,1-2H3,(H,15,16,19)",Isoxicam,"4-hydroxy-2-methyl-N-(5-methyl-1,2-oxazol-3-yl)-1,1-dioxo-1lambda6,2-benzothiazine-3-carboxamide",Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,54677972.0,R14:634|R28:377,,,BBB-,B,test
"InChI=1S/C14H13N5O5S2/c1-2-5-3-25-12-8(11(21)19(12)9(5)13(22)23)17-10(20)7(18-24)6-4-26-14(15)16-6/h2,4,8,12,24H,1,3H2,(H2,15,16)(H,17,20)(H,22,23)/b18-7-/t8-,12-/m1/s1",Cefdinir|E-Cefdinir,"(6R,7R)-7-[[(2E)-2-(2-amino-1,3-thiazol-4-yl)-2-hydroxyiminoacetyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N/O)c3csc(N)n3)[C@H]2SC1,6399253.0,R6:227|R14:428|R23:420,,,BBB-,C,training
"InChI=1S/C14H13NO3/c16-11-5-7-14(8-6-12(17)15-13(14)18)10-4-2-1-3-9(10)11/h1-4H,5-8H2,(H,15,17,18)",Alonimid,"spiro[2,3-dihydronaphthalene-4,3'-piperidine]-1,2',6'-trione",O=C1CCC2(CCC(=O)c3ccccc32)C(=O)N1,17928.0,R6:1343,,,BBB+,C,training
"InChI=1S/C14H14ClNS/c15-13-4-2-1-3-11(13)9-16-7-5-14-12(10-16)6-8-17-14/h1-4,6,8H,5,7,9-10H2",Ticlopidine Hydrochloride|Ticlopidine,"5-[(2-chlorophenyl)methyl]-6,7-dihydro-4H-thieno[3,2-c]pyridine",Clc1ccccc1CN1CCc2sccc2C1,5472.0,R14:893,,,BBB-,C,training
"InChI=1S/C14H14N2/c1-2-7-13-11(4-1)5-3-6-12(13)10-14-15-8-9-16-14/h1-7H,8-10H2,(H,15,16)",Naphazoline,"2-(naphthalen-1-ylmethyl)-4,5-dihydro-1H-imidazole",c1ccc2c(CC3=NCCN3)cccc2c1,4436.0,R23:770,,,BBB-,C,test
"InChI=1S/C14H14N2O/c1-14(2,12-6-4-8-16-10-12)13(17)11-5-3-7-15-9-11/h3-10H,1-2H3",Metyrapone,"2-methyl-1,2-dipyridin-3-ylpropan-1-one",CC(C)(C(=O)c1cccnc1)c1cccnc1,4174.0,R14:693|R23:747,,,BBB-,C,training
"InChI=1S/C14H14N4O2/c1-9-13-14(16-15-9)17(2)11(19)8-12(20)18(13)10-6-4-3-5-7-10/h3-7H,8H2,1-2H3,(H,15,16)",Razobazam,"3,8-dimethyl-4-phenyl-2H-pyrazolo[3,4-b][1,4]diazepine-5,7-dione",Cc1[nH]nc2c1N(c1ccccc1)C(=O)CC(=O)N2C,71228.0,R6:1267,,,BBB+,C,training
"InChI=1S/C14H14N8O4S3/c1-6-17-18-14(29-6)28-4-7-3-27-12-9(11(24)22(12)10(7)13(25)26)16-8(23)2-21-5-15-19-20-21/h5,9,12H,2-4H2,1H3,(H,16,23)(H,25,26)/t9-,12-/m1/s1",Cefazolin,"(6R,7R)-3-[(5-methyl-1,3,4-thiadiazol-2-yl)sulfanylmethyl]-8-oxo-7-[[2-(tetrazol-1-yl)acetyl]amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,33255.0,R6:165|R23:419|R51:19,,,BBB-,C,test
"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)/t9-/m0/s1",Naproxen,(2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,156391.0,R7:113|R23:301|R25:507|R29:110|R46:425|R50:103,0.1,B,BBB+,A,training
"InChI=1S/C14H15ClN4/c1-9-12-13(10-4-3-5-11(15)8-10)16-6-7-17-14(12)19(2)18-9/h3-5,8,17H,6-7H2,1-2H3",Zometapine,"4-(3-chlorophenyl)-1,3-dimethyl-7,8-dihydro-6H-pyrazolo[3,4-e][1,4]diazepine",Cc1nn(C)c2c1C(c1cccc(Cl)c1)=NCCN2,135410917.0,R6:638,,,BBB+,C,training
"InChI=1S/C14H15FN2O2/c1-3-19-14(18)13-8-16-9-17(13)10(2)11-4-6-12(15)7-5-11/h4-10H,3H2,1-2H3",Flutomidate,ethyl 3-[1-(4-fluorophenyl)ethyl]imidazole-4-carboxylate,CCOC(=O)c1cncn1C(C)c1ccc(F)cc1,65635.0,R6:1363,,,BBB+,C,training
"InChI=1S/C14H15N2O2P/c15-16-14(17)11-19(18,12-7-3-1-4-8-12)13-9-5-2-6-10-13/h1-10H,11,15H2,(H,16,17)",Fosenazide,2-diphenylphosphorylacetohydrazide,NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,27918.0,R6:1473,,,BBB+,C,training
"InChI=1S/C14H15N3O5/c1-3-16(4-2)14(20)10(8-15)5-9-6-11(17(21)22)13(19)12(18)7-9/h5-7,18-19H,3-4H2,1-2H3/b10-5+",Entacapone,"(E)-2-cyano-3-(3,4-dihydroxy-5-nitrophenyl)-N,N-diethylprop-2-enamide",CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,5281081.0,R14:307,,,BBB+,C,training
"InChI=1S/C14H15N5O2/c1-8-15-12(18-21-8)10-7-19-11-6-4-3-5-9(11)13(20-2)17-14(19)16-10/h7H,3-6H2,1-2H3",Taniplon,"3-(5-methoxy-6,7,8,9-tetrahydroimidazo[1,2-a]quinazolin-2-yl)-5-methyl-1,2,4-oxadiazole",COc1nc2nc(-c3noc(C)n3)cn2c2c1CCCC2,3086516.0,R6:1516,,,BBB+,C,training
"InChI=1S/C14H15N5O5S2/c1-5-3-25-12-8(11(21)19(12)9(5)13(22)23)17-10(20)7(18-24-2)6-4-26-14(15)16-6/h4,8,12H,3H2,1-2H3,(H2,15,16)(H,17,20)(H,22,23)/b18-7-/t8-,12-/m1/s1","Cefetamet|(6R,7R)-7-[[(2E)-2-(2-Amino-1,3-Thiazol-4-Yl)-2-Methoxyiminoacetyl]Amino]-3-Methyl-8-Oxo-5-Thia-1-Azabicyclo[4.2.0]Oct-2-Ene-2-Carboxylic Acid","(6R,7R)-7-[[(2E)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(N)n1,5486821.0,R6:171|R14:431,,,BBB-,C,training
"InChI=1S/C14H15N5O6S2/c1-25-2-5-3-26-12-8(11(21)19(12)9(5)13(22)23)17-10(20)7(18-24)6-4-27-14(15)16-6/h4,8,12,24H,2-3H2,1H3,(H2,15,16)(H,17,20)(H,22,23)/b18-7-/t8-,12-/m1/s1","Cefdaloxime|(6R,7R)-7-[[(2E)-2-(2-Amino-1,3-Thiazol-4-Yl)-2-Hydroxyiminoacetyl]Amino]-3-(Methoxymethyl)-8-Oxo-5-Thia-1-Azabicyclo[4.2.0]Oct-2-Ene-2-Carboxylic Acid","(6R,7R)-7-[[(2E)-2-(2-amino-1,3-thiazol-4-yl)-2-hydroxyiminoacetyl]amino]-3-(methoxymethyl)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N/O)c3csc(N)n3)[C@H]2SC1,6399259.0,R6:264,,,BBB-,C,training
"InChI=1S/C14H15NOS/c15-9-11-5-1-3-7-13(11)17-14-8-4-2-6-12(14)10-16/h1-8,16H,9-10,15H2",Bipenamol,[2-[2-(aminomethyl)phenyl]sulfanylphenyl]methanol,NCc1ccccc1Sc1ccccc1CO,43961.0,R6:496,,,BBB+,C,training
"InChI=1S/C14H16BrNO2/c1-17-11-6-10-7-13(9-2-4-16-5-3-9)18-14(10)12(15)8-11/h6-9,16H,2-5H2,1H3",Brofaromine,4-(7-bromo-5-methoxy-1-benzofuran-2-yl)piperidine,COc1cc(Br)c2oc(C3CCNCC3)cc2c1,44571.0,R6:964,,,BBB+,C,training
"InChI=1S/C14H16Cl6O5/c1-8-4-2-3-5-10(8)23-6-9(25-12(22)14(18,19)20)7-24-11(21)13(15,16)17/h2-5,9,11-12,21-22H,6-7H2,1H3",Toloxychlorinol,"2,2,2-trichloro-1-[3-(2-methylphenoxy)-2-(2,2,2-trichloro-1-hydroxyethoxy)propoxy]ethanol",Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl,71215.0,R6:1386,,,BBB+,C,training
"InChI=1S/C14H16ClN3O4S2/c15-10-5-11-13(6-12(10)23(16,19)20)24(21,22)18-14(17-11)9-4-7-1-2-8(9)3-7/h1-2,5-9,14,17-18H,3-4H2,(H2,16,19,20)",Cyclothiazide,"3-(2-bicyclo[2.2.1]hept-5-enyl)-6-chloro-1,1-dioxo-3,4-dihydro-2H-1lambda6,2,4-benzothiadiazine-7-sulfonamide",NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,2910.0,R14:476|R23:487,,,BBB-,C,test
"InChI=1S/C14H16F2N2/c1-18(2)9-3-4-13-10(7-9)11-5-8(15)6-12(16)14(11)17-13/h5-6,9,17H,3-4,7H2,1-2H3",Flucindol|Flucindole,"6,8-difluoro-N,N-dimethyl-2,3,4,9-tetrahydro-1H-carbazol-3-amine",CN(C)C1CCc2[nH]c3c(F)cc(F)cc3c2C1,38531.0,R6:1290,,,BBB+,C,training
"InChI=1S/C14H16N2/c1-15-14(16-2)10-11-7-8-12-5-3-4-6-13(12)9-11/h3-9H,10H2,1-2H3,(H,15,16)",Napactadine,"N,N'-dimethyl-2-naphthalen-2-ylethanimidamide",C/N=C(/Cc1ccc2ccccc2c1)NC,42153.0,R6:581,,,BBB+,C,training
"InChI=1S/C14H16N2/c1-2-4-13-9-11(5-6-12(13)3-1)10-14-15-7-8-16-14/h1-4,9H,5-8,10H2,(H,15,16)",Napamezole,"2-(3,4-dihydronaphthalen-2-ylmethyl)-4,5-dihydro-1H-imidazole",C1=C(CC2=NCCN2)CCc2ccccc21,55718.0,R6:582,,,BBB+,C,test
"InChI=1S/C14H16N2O2/c1-3-18-14(17)13-9-15-10-16(13)11(2)12-7-5-4-6-8-12/h4-11H,3H2,1-2H3",Etomidate|Amidate,ethyl 3-(1-phenylethyl)imidazole-4-carboxylate,CCOC(=O)c1cncn1C(C)c1ccccc1,36339.0,R6:933,,,BBB+,C,training
"InChI=1S/C14H16N2O3/c1-3-14(4-2)11(17)15-13(19)16(12(14)18)10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3,(H,15,17,19)",Phetharbital,"5,5-diethyl-1-phenyl-1,3-diazinane-2,4,6-trione",CCC1(CC)C(=O)NC(=O)N(c2ccccc2)C1=O,9650.0,R6:1663,,,BBB+,C,test
"InChI=1S/C14H16N2O4/c17-9-4-3-8(12(18)15-9)16-13(19)10-6-1-2-7(5-6)11(10)14(16)20/h6-8,10-11H,1-5H2,(H,15,17,18)",Biglumide|Taglutimide,"4-(2,6-dioxopiperidin-3-yl)-4-azatricyclo[5.2.1.02,6]decane-3,5-dione",O=C1CCC(N2C(=O)C3C4CCC(C4)C3C2=O)C(=O)N1,26516.0,R6:1322,,,BBB+,C,training
"InChI=1S/C14H16N2O6S3/c17-23(18)9-15-11-1-5-13(6-2-11)25(21,22)14-7-3-12(4-8-14)16-10-24(19)20/h1-8,15-16H,9-10H2,(H,17,18)(H,19,20)",Sulfoxone,[4-[4-(sulfinomethylamino)phenyl]sulfonylanilino]methanesulfinic acid,O=S(O)CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)O)cc2)cc1,5351.0,R23:944,,,BBB-,C,training
"InChI=1S/C14H16N4/c1-9(2)7-18-8-16-12-13(18)10-5-3-4-6-11(10)17-14(12)15/h3-6,8-9H,7H2,1-2H3,(H2,15,17)",Imiquimod,"1-(2-methylpropyl)imidazo[4,5-c]quinolin-4-amine",CC(C)Cn1cnc2c(N)nc3ccccc3c21,57469.0,R23:674,,,BBB-,C,training
"InChI=1S/C14H17N3O9/c1-6(18)23-5-9-11(24-7(2)19)12(25-8(3)20)13(26-9)17-14(22)16-10(21)4-15-17/h4,9,11-13H,5H2,1-3H3,(H,16,21,22)/t9-,11-,12-,13-/m1/s1",Azaribine,"[(2R,3R,4R,5R)-3,4-diacetyloxy-5-(3,5-dioxo-1,2,4-triazin-2-yl)oxolan-2-yl]methyl acetate",CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,16574.0,R14:369,,,BBB-,C,test
"InChI=1S/C14H17N5O3/c1-2-18-8-10(13(21)22)11(20)9-7-16-14(17-12(9)18)19-5-3-15-4-6-19/h7-8,15H,2-6H2,1H3,(H,21,22)",Pipemidic|Pipemidic Acid,"8-ethyl-5-oxo-2-piperazin-1-ylpyrido[2,3-d]pyrimidine-6-carboxylic acid",CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,4831.0,R14:776,,,BBB-,C,training
"InChI=1S/C14H17NO2/c1-3-11-4-2-6-14(13(11)5-1)17-10-12-9-15-7-8-16-12/h1-4,6,12,15H,5,7-10H2",Indeloxazine,2-(3H-inden-4-yloxymethyl)morpholine,C1=Cc2cccc(OCC3CNCCO3)c2C1,3704.0,R6:560|R14:115|R23:115|R37:43,,,BBB+,C,training
"InChI=1S/C14H17NO2/c16-14(12-4-2-1-3-5-12)17-13-10-15-8-6-11(13)7-9-15/h1-5,11,13H,6-10H2",Benzoclidine,1-azabicyclo[2.2.2]octan-3-yl benzoate,O=C(OC1CN2CCC1CC2)c1ccccc1,65630.0,R6:1344,,,BBB+,C,training
"InChI=1S/C14H18F3NO/c1-10(2)18-6-7-19-13(9-18)11-4-3-5-12(8-11)14(15,16)17/h3-5,8,10,13H,6-7,9H2,1-2H3",Oxaflozane,4-propan-2-yl-2-[3-(trifluoromethyl)phenyl]morpholine,CC(C)N1CCOC(c2cccc(C(F)(F)F)c2)C1,432824.0,R6:591,,,BBB+,C,training
"InChI=1S/C14H18N2/c1-16(2)10-7-8-14-12(9-10)11-5-3-4-6-13(11)15-14/h3-6,10,15H,7-9H2,1-2H3",Ciclindole|Cyclindole,"N,N-dimethyl-2,3,4,9-tetrahydro-1H-carbazol-3-amine",CN(C)C1CCc2[nH]c3ccccc3c2C1,36082.0,R6:508,,,BBB+,C,training
"InChI=1S/C14H18N2O/c1-10(2)13-11(3)15(4)16(14(13)17)12-8-6-5-7-9-12/h5-10H,1-4H3",Propyphenazone,"1,5-dimethyl-2-phenyl-4-propan-2-ylpyrazol-3-one",Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,3778.0,R14:802,,,BBB-,C,training
"InChI=1S/C14H18N2O/c1-9(2)13-12(14(17)10(3)4)11-7-5-6-8-16(11)15-13/h5-10H,1-4H3",Ibudilast,"2-methyl-1-(2-propan-2-ylpyrazolo[1,5-a]pyridin-3-yl)propan-1-one",CC(C)C(=O)c1c(C(C)C)nn2ccccc12,3671.0,R23:664,,,BBB-,C,test
"InChI=1S/C14H18N2O2/c1-10-5-3-6-11(2)14(10)15-12(17)9-16-8-4-7-13(16)18/h3,5-6H,4,7-9H2,1-2H3,(H,15,17)",Nefiracetam,"N-(2,6-dimethylphenyl)-2-(2-oxopyrrolidin-1-yl)acetamide",Cc1cccc(C)c1NC(=O)CN1CCCC1=O,71157.0,R6:1248,,,BBB+,C,training
"InChI=1S/C14H18N2O3/c1-5-7-8-10(3)14(9-6-2)11(17)15-13(19)16(4)12(14)18/h6,10H,2,5,9H2,1,3-4H3,(H,15,17,19)",Methohexital|151-83-7|Methohexitone,"5-hex-3-yn-2-yl-1-methyl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,9034.0,R3:196|R4:44|R5:64|R6:941|R12:108|R21:206|R25:290|R28:95|R39:60|R40:146|R41:180|R44:88|R46:259|R47:166,-0.06,B1,BBB+,A,training
"InChI=1S/C14H18N2O4/c15-11(9-10-5-2-1-3-6-10)14(19)20-16-8-4-7-12(16)13(17)18/h1-3,5-6,11-12H,4,7-9,15H2,(H,17,18)/t11-,12+/m1/s1",D-Phenylalanine-L-Proline,,N[C@H](Cc1ccccc1)C(=O)ON1CCC[C@H]1C(=O)O,,R25:509|R46:427,-0.8,B,BBB+,A,training
"InChI=1S/C14H18N2O5/c1-21-14(20)11(7-9-5-3-2-4-6-9)16-13(19)10(15)8-12(17)18/h2-6,10-11H,7-8,15H2,1H3,(H,16,19)(H,17,18)/t10-,11-/m0/s1",Aspartame,(3S)-3-amino-4-[[(2S)-1-methoxy-1-oxo-3-phenylpropan-2-yl]amino]-4-oxobutanoic acid,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,134601.0,R14:361,,,BBB-,C,training
"InChI=1S/C14H18N6O/c15-14-18-12(17-9-2-3-9)11-13(19-14)20(7-16-11)10-4-1-8(5-10)6-21/h1,4,7-10,21H,2-3,5-6H2,(H3,15,17,18,19)/t8-,10+/m1/s1",Abacavir Sulfate|Abacavir,"[(1S,4R)-4-[2-amino-6-(cyclopropylamino)purin-9-yl]cyclopent-2-en-1-yl]methanol",Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,441300.0,R14:318|R25:460|R28:174,-0.22,A,BBB+,A,training
"InChI=1S/C14H18N6O/c15-14-18-12(17-9-2-3-9)11-13(19-14)20(7-16-11)10-4-1-8(5-10)6-21/h1,4,7-10,21H,2-3,5-6H2,(H3,15,17,18,19)/t8-,10-/m0/s1","Abacavir, Trans-","[(1R,4R)-4-[2-amino-6-(cyclopropylamino)purin-9-yl]cyclopent-2-en-1-yl]methanol",Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@H](CO)C3)c2n1,10660866.0,R46:385,-0.22,A,BBB+,A,training
"InChI=1S/C14H18O3/c1-14(2,3)13(15)7-5-10-4-6-11-12(8-10)17-9-16-11/h4-8,13,15H,9H2,1-3H3/b7-5+",Stiripentol,"(E)-1-(1,3-benzodioxol-5-yl)-4,4-dimethylpent-1-en-3-ol",CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,5311454.0,R6:1511|R7:158|R14:308|R23:228|R29:155,,,BBB+,B,training
"InChI=1S/C14H19Cl2NO2/c15-8-10-17(11-9-16)13-6-4-12(5-7-13)2-1-3-14(18)19/h4-7H,1-3,8-11H2,(H,18,19)",Chlorambucil,4-[4-[bis(2-chloroethyl)amino]phenyl]butanoic acid,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,2708.0,R5:24|R17:30|R21:53|R23:447|R25:185|R26:102|R28:13|R39:27|R40:75|R46:172|R47:309|R49:38|R51:21,-1.7,B,BBB-,A,training
"InChI=1S/C14H19ClN2O2/c15-13-4-2-12(3-5-13)14(18)16-6-1-7-17-8-10-19-11-9-17/h2-5H,1,6-11H2,(H,16,18)",Eprobemide,4-chloro-N-(3-morpholin-4-ylpropyl)benzamide,O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1,65659.0,R6:565,,,BBB+,C,test
"InChI=1S/C14H19F3N2O2/c1-4-21-13(20)19(9-8-18(2)3)12-7-5-6-11(10-12)14(15,16)17/h5-7,10H,4,8-9H2,1-3H3",Flubanilate,ethyl N-[2-(dimethylamino)ethyl]-N-[3-(trifluoromethyl)phenyl]carbamate,CCOC(=O)N(CCN(C)C)c1cccc(C(F)(F)F)c1,172309.0,R6:549,,,BBB+,C,training
"InChI=1S/C14H19F3N4O/c15-14(16,17)11-2-1-3-12(10-11)21-8-6-20(7-9-21)5-4-19-13(18)22/h1-3,10H,4-9H2,(H3,18,19,22)",Fluprazine,2-[4-[3-(trifluoromethyl)phenyl]piperazin-1-yl]ethylurea,NC(=O)NCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,71153.0,R6:1160,,,BBB+,C,training
"InChI=1S/C14H19FN2O2/c15-11-14(19)16-10-6-2-5-9-13(18)17-12-7-3-1-4-8-12/h1,3-4,7-8H,2,5-6,9-11H2,(H,16,19)(H,17,18)",Faha|6-[(2-Fluoroacetyl)Amino]-N-Phenylhexanamide,6-[(2-fluoroacetyl)amino]-N-phenylhexanamide,O=C(CF)NCCCCCC(=O)Nc1ccccc1,11995317.0,R47:514,-0.51,A,BBB+,A,training
"InChI=1S/C14H19N3S/c1-16(2)9-10-17(12-13-6-5-11-18-13)14-7-3-4-8-15-14/h3-8,11H,9-10,12H2,1-2H3",Methapyrilene,"N,N-dimethyl-N'-pyridin-2-yl-N'-(thiophen-2-ylmethyl)ethane-1,2-diamine",CN(C)CCN(Cc1cccs1)c1ccccn1,4098.0,R6:1339,,,BBB+,C,training
"InChI=1S/C14H19N5O2/c1-5-19-13-10(8-16-19)12(18-17-9(3)4)11(7-15-13)14(20)21-6-2/h7-8H,5-6H2,1-4H3,(H,15,18)",Etazolate,"ethyl 1-ethyl-4-(2-propan-2-ylidenehydrazinyl)pyrazolo[3,4-b]pyridine-5-carboxylate",CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C,3277.0,R6:1461|R51:212,,,BBB+,C,training
"InChI=1S/C14H19NO2/c1-11(16)17-14(12-7-3-2-4-8-12)13-9-5-6-10-15-13/h2-4,7-8,13-15H,5-6,9-10H2,1H3/t13-,14-/m1/s1",Phacetoperane|Levofacetoperane,[(R)-phenyl-[(2R)-piperidin-2-yl]methyl] acetate,CC(=O)O[C@H](c1ccccc1)[C@H]1CCCCN1,15706387.0,R6:596,,,BBB+,C,training
"InChI=1S/C14H19NO2/c1-17-14(16)13(11-7-3-2-4-8-11)12-9-5-6-10-15-12/h2-4,7-8,12-13,15H,5-6,9-10H2,1H3",Methylphenidate,methyl 2-phenyl-2-piperidin-2-ylacetate,COC(=O)C(c1ccccc1)C1CCCCN1,4158.0,R6:1297|R14:67|R26:267|R34:50|R37:49|R51:254,1.08,A,BBB+,A,training
"InChI=1S/C14H19NO2/c1-17-14(16)13(11-7-3-2-4-8-11)12-9-5-6-10-15-12/h2-4,7-8,12-13,15H,5-6,9-10H2,1H3/t12-,13-/m1/s1",Dexmethylphenidate,methyl (2R)-2-phenyl-2-[(2R)-piperidin-2-yl]acetate,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,154101.0,R23:61|R26:154|R37:26,,,BBB+,C,training
"InChI=1S/C14H19NO5/c1-17-11-8-10(9-12(18-2)13(11)19-3)14(16)15-4-6-20-7-5-15/h8-9H,4-7H2,1-3H3",Trimetozine,"morpholin-4-yl-(3,4,5-trimethoxyphenyl)methanone",COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,12478.0,R6:1523|R51:320,,,BBB+,C,training
"InChI=1S/C14H19NO5/c1-6(16)9-11-7-4-3-5-8(20-2)10(7)12(14(18)19)15(11)13(9)17/h6-9,11,16H,3-5H2,1-2H3,(H,18,19)/t6-,7+,8+,9-,11-/m1/s1",Sanfetrinem,"(1S,5S,8aS,8bR)-1-[(1R)-1-hydroxyethyl]-5-methoxy-2-oxo-5,6,7,8,8a,8b-hexahydro-1H-azeto[1,2-b]isoindole-4-carboxylic acid",CO[C@H]1CCC[C@H]2C1=C(C(=O)O)N1C(=O)[C@H]([C@@H](C)O)[C@@H]21,71452.0,R6:217,,,BBB-,C,training
"InChI=1S/C14H20Br2N2/c1-18(12-5-3-2-4-6-12)9-10-7-11(15)8-13(16)14(10)17/h7-8,12H,2-6,9,17H2,1H3",Bromhexine,"2,4-dibromo-6-[[cyclohexyl(methyl)amino]methyl]aniline",CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,2442.0,R14:405|R23:402,,,BBB-,C,test
